kernel_str,learned_kernel,mse,lml,std,R2_tr,R2,R2_test
RBF(length_scale=1) + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1),RBF(length_scale=31.5) + DotProduct(sigma_0=3.43e-05) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05),28.7700,285.2167,5.3638,0.9998,-0.5985,-6.3075
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.00278, periodicity=7.14e+04) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.00532) + WhiteKernel(noise_level=1e-05)",28.7688,285.2167,5.3637,0.9998,-0.5985,-6.3072
"Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1)","Matern(length_scale=68.3, nu=1.5) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05)",41.8795,273.2795,6.4714,0.9997,0.8291,0.2197
"DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1)","DotProduct(sigma_0=1e-05) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1e+05, length_scale=31.5)",28.7697,285.2166,5.3637,0.9998,-0.5985,-6.3075
WhiteKernel(noise_level=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1),WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+05),26.4663,289.7900,5.1445,0.9998,0.5966,-0.8435
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + 1**2 + RationalQuadratic(alpha=1, length_scale=1)","WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + 0.878**2 + RationalQuadratic(alpha=1e+05, length_scale=31.2)",26.4787,289.7995,5.1458,0.9998,0.6258,-0.7099
1**2 + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1),1**2 + WhiteKernel(noise_level=0.061) + WhiteKernel(noise_level=0.0521) + WhiteKernel(noise_level=1e-05),122659.6762,-93.0337,350.2280,-0.0000,-0.0011,-0.0244
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=11.7, periodicity=5.01e+04) + RBF(length_scale=31.2)",26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + 1**2","WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.1, nu=1.5) + 0.818**2",41.4659,273.6163,6.4394,0.9997,0.6220,-0.7270
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.0001) + Matern(length_scale=68.6, nu=1.5)",35.6098,269.0981,5.9674,0.9997,-0.2691,-4.8013
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.206) + ExpSineSquared(length_scale=4.7, periodicity=78.6)",23.4002,305.6779,4.8374,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=1e+05, nu=1.5) + ExpSineSquared(length_scale=0.925, periodicity=1) + WhiteKernel(noise_level=1e-05)",24.1006,293.2949,4.9092,0.9998,0.9998,0.9997
WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + 1**2,WhiteKernel(noise_level=0.113) + WhiteKernel(noise_level=2.75e-05) + 1**2,122659.6762,-93.0337,350.2280,-0.0000,-0.0011,-0.0244
"RationalQuadratic(alpha=1, length_scale=1) + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1)","RationalQuadratic(alpha=1e+05, length_scale=31.2) + Matern(length_scale=1e+05, nu=1.5) + WhiteKernel(noise_level=1e-05)",26.4601,289.9033,5.1439,0.9998,0.5965,-0.8438
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.3, nu=1.5)",41.8506,273.3864,6.4692,0.9997,0.8290,0.2193
"RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1)","RationalQuadratic(alpha=1e+05, length_scale=1e+05) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05)",26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + 1**2 + WhiteKernel(noise_level=1),WhiteKernel(noise_level=0.0924) + DotProduct(sigma_0=1.1) + 0.33**2 + WhiteKernel(noise_level=0.0138),115273.2915,-93.8060,339.5192,0.0602,-0.0203,-0.3260
"RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1)","RationalQuadratic(alpha=1e+05, length_scale=31.5) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1e-05) + WhiteKernel(noise_level=1e-05)",28.7697,285.2166,5.3637,0.9998,-0.5985,-6.3075
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.3, nu=1.5)",41.8795,273.2795,6.4714,0.9997,0.8291,0.2197
"Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1)","Matern(length_scale=68.6, nu=1.5) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1e-05)",35.6098,269.0981,5.9674,0.9997,-0.2691,-4.8013
DotProduct(sigma_0=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1),DotProduct(sigma_0=0.00074) + RBF(length_scale=31.5) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05),28.7699,285.2167,5.3638,0.9998,-0.5985,-6.3074
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=1e+05, nu=1.5) + WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1e+05, length_scale=31.2)",26.4662,289.7898,5.1445,0.9998,0.5966,-0.8435
"RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1)","RationalQuadratic(alpha=1e-05, length_scale=1e+05) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2)",26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
RBF(length_scale=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1),RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+05),26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
"WhiteKernel(noise_level=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=2.09e+03, periodicity=2.92e+03)",26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
"WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1)","WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1e+05, length_scale=31.2) + RBF(length_scale=1e+05) + WhiteKernel(noise_level=1e-05)",26.4665,289.7899,5.1446,0.9998,0.5966,-0.8436
WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + RBF(length_scale=1),WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=6.38e-05) + RBF(length_scale=31.5),28.7699,285.2167,5.3638,0.9998,-0.5985,-6.3074
"WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.0407) + ExpSineSquared(length_scale=4.7, periodicity=0.0588) + WhiteKernel(noise_level=1e-05)",23.4000,305.6775,4.8374,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.925, periodicity=0.00965) + RBF(length_scale=1e+05) + WhiteKernel(noise_level=1e-05)",23.5453,293.2919,4.8524,0.9998,0.9998,0.9998
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=4.7, periodicity=78.6) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=1e+05) + WhiteKernel(noise_level=1e-05)",23.6134,314.8214,4.8594,0.9998,0.9998,0.9998
1**2 + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1),0.878**2 + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2),26.4787,289.7997,5.1457,0.9998,0.6258,-0.7099
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1) + RationalQuadratic(alpha=1, length_scale=1)","WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2) + RationalQuadratic(alpha=0.0022, length_scale=1e+05)",26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.6, nu=1.5) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1e-05)",35.6097,269.0981,5.9674,0.9997,-0.2691,-4.8013
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=1e+05, periodicity=1e+05) + RationalQuadratic(alpha=1e+05, length_scale=31.2) + WhiteKernel(noise_level=1e-05)",26.4662,289.7899,5.1445,0.9998,0.5966,-0.8435
WhiteKernel(noise_level=1) + RBF(length_scale=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1),WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2) + RBF(length_scale=1e+05) + WhiteKernel(noise_level=1e-05),26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
"RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1)","RationalQuadratic(alpha=1e+05, length_scale=31.4) + WhiteKernel(noise_level=1e-05)",28.4361,289.0394,5.3326,0.9998,0.9451,0.7497
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.3, nu=1.5) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05)",41.9084,273.1727,6.4737,0.9997,0.8291,0.2201
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=0.925, periodicity=1) + WhiteKernel(noise_level=1e-05) + Matern(length_scale=1e+05, nu=1.5)",24.1006,293.2949,4.9092,0.9998,0.9998,0.9997
WhiteKernel(noise_level=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1) + 1**2,WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05) + 0.878**2,26.4787,289.7997,5.1457,0.9998,0.6258,-0.7099
"RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) + 1**2 + WhiteKernel(noise_level=1)","RationalQuadratic(alpha=1e+05, length_scale=31.2) + WhiteKernel(noise_level=1e-05) + 0.878**2 + WhiteKernel(noise_level=1e-05)",26.4786,289.7995,5.1457,0.9998,0.6258,-0.7099
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=0.00196, periodicity=1e+05) + WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1e-05, length_scale=1e+05) + WhiteKernel(noise_level=1e-05)",26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
"ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1)","ExpSineSquared(length_scale=1.55, periodicity=157) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05)",24.0310,303.6997,4.9021,0.9998,0.9998,0.9998
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1)","RBF(length_scale=31.2) + Matern(length_scale=1e+05, nu=1.5) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05)",26.4662,289.7900,5.1445,0.9998,0.5966,-0.8435
"DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","DotProduct(sigma_0=4.38e-05) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=4.7, periodicity=78.6) + WhiteKernel(noise_level=1e-05)",23.4001,305.6775,4.8374,0.9998,0.9998,0.9998
"RBF(length_scale=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1)","RBF(length_scale=31.2) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=731, periodicity=0.0244) + WhiteKernel(noise_level=1e-05)",26.4660,289.7904,5.1445,0.9998,0.5967,-0.8432
"WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=7.14e-05) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=4.7, periodicity=78.6)",23.4002,305.6775,4.8374,0.9998,0.9998,0.9998
WhiteKernel(noise_level=1) + RBF(length_scale=1) + DotProduct(sigma_0=1) + WhiteKernel(noise_level=1),WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.5) + DotProduct(sigma_0=1.03e-05) + WhiteKernel(noise_level=1e-05),28.7699,285.2167,5.3638,0.9998,-0.5985,-6.3074
"WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1.35e-05, length_scale=1e+05) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.2)",26.4664,289.7900,5.1445,0.9998,0.5966,-0.8435
"WhiteKernel(noise_level=1) + 1**2 + RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1)","WhiteKernel(noise_level=1e-05) + 0.878**2 + RationalQuadratic(alpha=1e+05, length_scale=31.2) + WhiteKernel(noise_level=1e-05)",26.4788,289.7995,5.1458,0.9998,0.6258,-0.7100
"WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + Matern(length_scale=1, nu=1.5)","WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.1, nu=1.5) + Matern(length_scale=1e+05, nu=1.5)",41.4910,273.5999,6.4413,0.9997,0.5841,-0.9003
"DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=1.87e-05) + WhiteKernel(noise_level=1e-05) + WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.6, nu=1.5)",35.6098,269.0981,5.9674,0.9997,-0.2691,-4.8013
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + 1**2","WhiteKernel(noise_level=1e-05) + Matern(length_scale=68.1, nu=1.5) + WhiteKernel(noise_level=1e-05) + 0.818**2",41.4659,273.6163,6.4394,0.9997,0.6220,-0.7270
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + WhiteKernel(noise_level=1) + RationalQuadratic(alpha=1, length_scale=1)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=4.7, periodicity=78.6) + WhiteKernel(noise_level=1e-05) + RationalQuadratic(alpha=1e+05, length_scale=1e+05)",23.6134,314.8214,4.8594,0.9998,0.9998,0.9998
RBF(length_scale=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + RBF(length_scale=1),RBF(length_scale=31.4) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1e-05) + RBF(length_scale=6.18e+04),27.4870,285.0264,5.2428,0.9998,-0.3278,-5.0699
"DotProduct(sigma_0=1) + RBF(length_scale=1) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) + RBF(length_scale=31.4) + 0.00316**2 + ExpSineSquared(length_scale=1, periodicity=1)",27.4823,285.1400,5.2424,0.9998,-0.3278,-5.0698
"Matern(length_scale=1, nu=1.5) + RBF(length_scale=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=31.4) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.0035)",27.4872,285.0264,5.2428,0.9998,-0.3278,-5.0699
"WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.00211) + RBF(length_scale=3.95e+03) + ExpSineSquared(length_scale=4.7, periodicity=0.000246)",23.3995,305.7026,4.8373,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) + RBF(length_scale=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=1e-05) + RBF(length_scale=7.46e+03) + RBF(length_scale=5.35e+03) + ExpSineSquared(length_scale=4.7, periodicity=0.497)",23.4029,305.6997,4.8377,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=5.77e+03, periodicity=0.00485) + RBF(length_scale=31.2)",26.4600,289.9035,5.1439,0.9998,0.5966,-0.8437
"DotProduct(sigma_0=1) + DotProduct(sigma_0=1) + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","DotProduct(sigma_0=0.0341) + DotProduct(sigma_0=4.54e-05) + RBF(length_scale=1e+05) + ExpSineSquared(length_scale=4.7, periodicity=78.6)",23.4044,305.4732,4.8378,0.9998,0.9998,0.9998
"DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.000134) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.4) + Matern(length_scale=8.74e+04, nu=1.5)",27.4872,285.0264,5.2428,0.9998,-0.3278,-5.0699
"RBF(length_scale=1) + RBF(length_scale=1) + 1**2 + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=966) + RBF(length_scale=2.37e+03) + 2.07**2 + ExpSineSquared(length_scale=4.69, periodicity=0.497)",23.4446,311.9963,4.8420,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=1e-05) + Matern(length_scale=9.66e+04, nu=1.5) + RBF(length_scale=31.4)",27.4880,285.0264,5.2429,0.9998,-0.3279,-5.0702
"RBF(length_scale=1) + RBF(length_scale=1) + DotProduct(sigma_0=1) + RationalQuadratic(alpha=1, length_scale=1)","RBF(length_scale=31.4) + RBF(length_scale=3.1e+04) + DotProduct(sigma_0=0.00118) + RationalQuadratic(alpha=0.00585, length_scale=2.09e+04)",27.2645,284.9428,5.2215,0.9998,-0.2651,-4.7833
"RBF(length_scale=1) + 1**2 + RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1)","RBF(length_scale=1e+05) + 0.00584**2 + RBF(length_scale=31.2) + ExpSineSquared(length_scale=5e+04, periodicity=418)",26.4617,289.9036,5.1441,0.9998,0.5353,-1.1239
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + Matern(length_scale=1, nu=1.5)","DotProduct(sigma_0=0.00255) + ExpSineSquared(length_scale=1.61, periodicity=1) + RBF(length_scale=31.4) + Matern(length_scale=1e+05, nu=1.5)",27.2643,284.9429,5.2215,0.9998,-0.2651,-4.7833
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1) + DotProduct(sigma_0=1)","ExpSineSquared(length_scale=1.55, periodicity=157) + RBF(length_scale=1.33e+04) + WhiteKernel(noise_level=1e-05) + DotProduct(sigma_0=0.0021)",23.7788,294.6751,4.8764,0.9998,0.9998,0.9998
"RBF(length_scale=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + WhiteKernel(noise_level=1)","RBF(length_scale=31.2) + ExpSineSquared(length_scale=10, periodicity=1e+05) + RBF(length_scale=1e+05) + WhiteKernel(noise_level=1e-05)",26.4676,289.7901,5.1447,0.9998,0.5353,-1.1236
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + DotProduct(sigma_0=1)","DotProduct(sigma_0=1.26e+03) + ExpSineSquared(length_scale=6.46, periodicity=0.000478) + RBF(length_scale=7.39e+04) + DotProduct(sigma_0=6.06e+04)",24.6413,294.2017,4.9640,0.9998,0.9998,0.9998
"WhiteKernel(noise_level=1) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + RBF(length_scale=1)","WhiteKernel(noise_level=1e-05) + Matern(length_scale=8.23e+04, nu=1.5) + DotProduct(sigma_0=5.37e-05) + RBF(length_scale=31.4)",27.4882,285.0264,5.2429,0.9998,-0.3279,-5.0702
"RBF(length_scale=1) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1)","RBF(length_scale=31.4) + Matern(length_scale=5.37e+04, nu=1.5) + DotProduct(sigma_0=0.000573)",27.4825,285.1400,5.2424,0.9998,-0.3278,-5.0698
RBF(length_scale=1) + 1**2 + DotProduct(sigma_0=1) + RBF(length_scale=1),RBF(length_scale=1e+05) + 0.00383**2 + DotProduct(sigma_0=1e-05) + RBF(length_scale=31.4),27.4825,285.1400,5.2424,0.9998,-0.3278,-5.0698
"ExpSineSquared(length_scale=1, periodicity=1) + Matern(length_scale=1, nu=1.5) + DotProduct(sigma_0=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=1.81, periodicity=1) + Matern(length_scale=1e+05, nu=1.5) + DotProduct(sigma_0=0.00168) + RBF(length_scale=31.4)",27.2645,284.9429,5.2215,0.9998,-0.2651,-4.7833
"DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5) + RBF(length_scale=1)","DotProduct(sigma_0=0.00152) + Matern(length_scale=1e+05, nu=1.5) + RBF(length_scale=31.4)",27.4826,285.1400,5.2424,0.9998,-0.3278,-5.0699
"DotProduct(sigma_0=1) + WhiteKernel(noise_level=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","DotProduct(sigma_0=0.0341) + WhiteKernel(noise_level=1e-05) + ExpSineSquared(length_scale=4.72, periodicity=0.000146) + RBF(length_scale=3.19e+04)",23.4124,305.7030,4.8386,0.9998,0.9998,0.9998
DotProduct(sigma_0=1) + DotProduct(sigma_0=1) + RBF(length_scale=1) + RBF(length_scale=1),DotProduct(sigma_0=1e-05) + DotProduct(sigma_0=3.32e-05) + RBF(length_scale=31.4) + RBF(length_scale=5.51e+04),27.4826,284.7934,5.2424,0.9998,-0.3278,-5.0699
"DotProduct(sigma_0=1) + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1)","DotProduct(sigma_0=0.00129) + ExpSineSquared(length_scale=0.998, periodicity=1) + RBF(length_scale=31.4)",27.4824,285.1400,5.2424,0.9998,-0.3278,-5.0698
"Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1) + RBF(length_scale=1) + DotProduct(sigma_0=1)","Matern(length_scale=1e+05, nu=1.5) + WhiteKernel(noise_level=1e-05) + RBF(length_scale=31.4) + DotProduct(sigma_0=1e-05)",27.4872,285.0264,5.2428,0.9998,-0.3278,-5.0699
"ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=1) + DotProduct(sigma_0=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=1, periodicity=1) + DotProduct(sigma_0=0.000821) + DotProduct(sigma_0=0.000821) + RBF(length_scale=31.4)",27.4829,284.7934,5.2424,0.9998,-0.3278,-5.0700
"RBF(length_scale=1) + RBF(length_scale=1) + DotProduct(sigma_0=1) + Matern(length_scale=1, nu=1.5)","RBF(length_scale=4.38e+04) + RBF(length_scale=31.4) + DotProduct(sigma_0=5.77e-05) + Matern(length_scale=1e+05, nu=1.5)",27.2645,284.9429,5.2215,0.9998,-0.2651,-4.7833
"1**2 + ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + RBF(length_scale=1)","0.00833**2 + ExpSineSquared(length_scale=6.29e+03, periodicity=281) + RBF(length_scale=1e+05) + RBF(length_scale=31.2)",26.4617,289.9036,5.1441,0.9998,0.5353,-1.1239
RBF(length_scale=1) + 1**2 + DotProduct(sigma_0=1),RBF(length_scale=31.5) + 0.00316**2 + DotProduct(sigma_0=1e-05),28.7600,285.4438,5.3628,0.9998,-0.5984,-6.3068
"ExpSineSquared(length_scale=1, periodicity=1) + RBF(length_scale=1) + DotProduct(sigma_0=1) + RBF(length_scale=1)","ExpSineSquared(length_scale=2.17e+04, periodicity=1e+05) + RBF(length_scale=1e+05) + DotProduct(sigma_0=1.82e-05) + RBF(length_scale=31.4)",27.2645,284.9429,5.2215,0.9998,-0.2651,-4.7833
